Datetime,Resolution code,Offshore/onshore,Region,Grid connection type,Measured & Upscaled,Most recent forecast,Most recent P10,Most recent P90,Day Ahead 11AM forecast,Day Ahead 11AM P10,Day Ahead 11AM P90,Day-ahead 6PM forecast,Day-ahead 6PM P10,Day-ahead 6PM P90,Week-ahead forecast,Week-ahead P10,Week-ahead P90,Monitored capacity,Load factor,Decremental bid Indicator
25-01-2018 07:15,PT15M,Onshore,Wallonia,Dso,106.53,135.89,41.47,234.85,168.19,65.61,271.64,169.68,66.07,273.66,288.64,118.9,458.11,595.7,0.18,''
25-01-2018 07:00,PT15M,Onshore,Flanders,Elia,16.69,16.79,9.2,24.4,19.83,11.65,28,18.69,10.58,26.8,25.06,10.35,39.84,53.86,0.31,''
25-01-2018 07:00,PT15M,Offshore,Federal,Elia,554.81,631.1,438.07,815.95,650.32,488.09,805.97,634.15,470.95,792.13,612.77,345.99,848.42,877.2,0.63,''
25-01-2018 07:00,PT15M,Onshore,Wallonia,Elia,23.22,29.16,13.02,45.31,31.07,11.36,50.78,26.94,7.77,46.22,55.81,20.34,91.28,104.5,0.22,''
25-01-2018 07:00,PT15M,Onshore,Flanders,Dso,193.91,235.86,113.01,361.39,290.54,160.54,420.69,270.93,142.14,399.9,401.43,166.7,639.55,990.66,0.2,''
25-01-2018 07:00,PT15M,Onshore,Wallonia,Dso,110.91,137.12,41.75,236.7,168.44,64.93,272.91,173.63,68.61,279.05,290.75,121.67,459.44,595.7,0.19,''
25-01-2018 06:45,PT15M,Onshore,Flanders,Elia,15.55,16.94,9.19,24.71,20.01,11.81,28.21,18.99,10.86,27.13,25.29,10.64,39.98,53.86,0.29,''
25-01-2018 06:45,PT15M,Offshore,Federal,Elia,611.15,644.86,455.95,824.16,661.42,502.34,812.72,639.1,478.42,794.57,617.37,354.2,848.32,877.2,0.7,''
25-01-2018 06:45,PT15M,Onshore,Wallonia,Elia,23.19,28.95,12.67,45.23,30.86,11.12,50.6,27.03,7.7,46.39,56.34,21.06,91.62,104.5,0.22,''
25-01-2018 06:45,PT15M,Onshore,Flanders,Dso,203.39,236.91,113.01,363.69,294.33,163.01,425.79,275.9,145.78,406.21,404.81,171.26,641.05,990.66,0.21,''
25-01-2018 06:45,PT15M,Onshore,Wallonia,Dso,118.67,139.05,42.82,239.58,171.82,66.79,277.73,177.45,71.09,284.2,293.1,124.62,460.98,595.7,0.2,''
25-01-2018 06:30,PT15M,Onshore,Wallonia,Dso,131.5,141.66,44.7,243.48,178.32,71.19,286.1,181.18,73.53,289.12,295.7,127.76,462.76,595.7,0.22,''
25-01-2018 06:30,PT15M,Onshore,Flanders,Dso,220.19,238.05,113.09,366.09,298.59,166.28,431.03,281.74,150.65,413.04,408.77,176.03,643.42,990.66,0.22,''
25-01-2018 06:30,PT15M,Onshore,Wallonia,Elia,23.37,28.36,11.64,45.08,30.64,10.98,50.31,26.92,7.69,46.17,56.93,21.84,92.02,104.5,0.22,''
25-01-2018 06:30,PT15M,Offshore,Federal,Elia,611.32,658.68,477.17,830.03,672.92,517.98,819.43,652.67,495.9,803.89,622.44,363.13,848.18,877.2,0.7,''
25-01-2018 06:30,PT15M,Onshore,Flanders,Elia,17.52,17.12,9.06,25.21,20.23,11.98,28.48,19.3,11.12,27.49,25.54,10.96,40.16,53.86,0.33,''
25-01-2018 06:15,PT15M,Onshore,Flanders,Elia,17.59,17.3,8.92,25.71,20.45,12.14,28.76,19.61,11.38,27.84,25.8,11.29,40.34,53.86,0.33,''
25-01-2018 06:15,PT15M,Onshore,Wallonia,Dso,138.36,144.26,46.57,247.38,184.83,75.58,294.47,184.9,75.97,294.04,298.29,130.91,464.53,595.7,0.23,''
25-01-2018 06:15,PT15M,Offshore,Federal,Elia,697,672.5,498.39,835.89,684.43,533.61,826.14,666.24,513.37,813.22,627.51,372.07,848.02,877.2,0.79,''
25-01-2018 06:15,PT15M,Onshore,Flanders,Dso,226.12,239.19,113.17,368.49,302.85,169.55,436.27,287.58,155.5,419.88,412.71,180.78,645.78,990.66,0.23,''
25-01-2018 06:15,PT15M,Onshore,Wallonia,Elia,25.34,27.77,10.62,44.92,30.43,10.85,50.01,26.81,7.69,45.94,57.51,22.61,92.41,104.5,0.24,''
25-01-2018 06:00,PT15M,Onshore,Flanders,Elia,16.58,17.48,8.78,26.21,20.67,12.31,29.04,19.92,11.64,28.2,26.06,11.62,40.51,53.86,0.31,''
25-01-2018 06:00,PT15M,Onshore,Flanders,Dso,239.86,240.33,113.25,370.89,307.11,172.81,441.51,293.41,160.37,426.71,416.66,185.55,648.15,990.66,0.24,''
25-01-2018 06:00,PT15M,Onshore,Wallonia,Elia,25.7,27.18,9.59,44.77,30.21,10.71,49.72,26.7,7.68,45.72,58.1,23.39,92.81,104.5,0.25,''
25-01-2018 06:00,PT15M,Offshore,Federal,Elia,736.74,686.32,519.61,841.76,695.93,549.25,832.85,679.81,530.84,822.54,632.59,381.01,847.87,877.2,0.84,''
25-01-2018 06:00,PT15M,Onshore,Wallonia,Dso,152.05,146.87,48.44,251.28,191.33,79.98,302.84,188.62,78.41,298.96,300.89,134.05,466.3,595.7,0.26,''
25-01-2018 05:45,PT15M,Onshore,Wallonia,Dso,153.28,179.55,75.48,283.62,198.38,85.07,311.61,193.89,82.13,305.73,303.65,137.33,468.26,595.7,0.26,''
25-01-2018 05:45,PT15M,Offshore,Federal,Elia,676.22,634,470.46,797.55,707.46,564.53,839.83,689.25,542.52,829.31,637.88,390.35,847.8,877.2,0.77,''
25-01-2018 05:45,PT15M,Onshore,Flanders,Dso,249.7,290.17,158.87,421.81,312.3,177.16,447.55,298.62,164.81,432.71,421.02,190.62,651.23,990.66,0.25,''
25-01-2018 05:45,PT15M,Onshore,Wallonia,Elia,25.06,25.76,8.32,43.46,30.42,10.78,50.05,27.13,7.97,46.28,58.73,24.21,93.25,104.5,0.24,''
25-01-2018 05:45,PT15M,Onshore,Flanders,Elia,18.26,19.85,10.95,28.75,20.98,12.55,29.42,20.2,11.86,28.53,26.34,11.96,40.73,53.86,0.34,''
25-01-2018 05:30,PT15M,Onshore,Flanders,Dso,246.61,294.93,162.35,427.87,318.43,182.59,454.39,303.2,168.82,437.88,425.81,196.01,655,990.66,0.25,''
25-01-2018 05:30,PT15M,Onshore,Flanders,Elia,19.1,20.24,11.29,29.18,21.38,12.86,29.9,20.43,12.03,28.85,26.64,12.32,40.97,53.86,0.35,''
25-01-2018 05:30,PT15M,Onshore,Wallonia,Dso,153.46,186.45,80.6,292.26,205.97,90.84,320.78,200.7,87.14,314.33,306.56,140.73,470.39,595.7,0.26,''
25-01-2018 05:30,PT15M,Onshore,Wallonia,Elia,27.17,26.24,8.35,44.34,31.04,11.06,51.03,28.1,8.56,47.64,59.39,25.06,93.73,104.5,0.26,''
25-01-2018 05:30,PT15M,Offshore,Federal,Elia,661.34,640.72,483.91,797.53,719.02,579.45,847.09,694.54,548.4,833.52,643.39,400.11,847.8,877.2,0.75,''
25-01-2018 05:15,PT15M,Onshore,Flanders,Dso,239.07,299.68,165.83,433.92,324.56,188.01,461.22,307.79,172.83,443.05,430.6,201.41,658.79,990.66,0.24,''
25-01-2018 05:15,PT15M,Offshore,Federal,Elia,701.85,647.44,497.36,797.51,730.57,594.37,854.36,699.84,554.27,837.73,648.89,409.86,847.8,877.2,0.8,''
25-01-2018 05:15,PT15M,Onshore,Wallonia,Elia,27.14,26.72,8.37,45.22,31.66,11.33,52,29.07,9.15,48.99,60.06,25.92,94.21,104.5,0.26,''
25-01-2018 05:15,PT15M,Onshore,Flanders,Elia,17.94,20.62,11.63,29.62,21.77,13.17,30.38,20.67,12.2,29.16,26.95,12.68,41.21,53.86,0.33,''
25-01-2018 05:15,PT15M,Onshore,Wallonia,Dso,153.12,193.36,85.71,300.89,213.56,96.61,329.95,207.51,92.15,322.93,309.48,144.13,472.53,595.7,0.26,''
25-01-2018 05:00,PT15M,Onshore,Flanders,Elia,17.16,21.01,11.97,30.05,22.16,13.48,30.85,20.91,12.37,29.47,27.25,13.04,41.45,53.86,0.32,''
25-01-2018 05:00,PT15M,Onshore,Flanders,Dso,227.98,304.43,169.32,439.98,330.69,193.44,468.06,312.37,176.83,448.22,435.39,206.79,662.56,990.66,0.23,''
25-01-2018 05:00,PT15M,Onshore,Wallonia,Elia,24.47,27.21,8.4,46.1,32.29,11.6,52.97,30.04,9.74,50.34,60.73,26.77,94.69,104.5,0.23,''
25-01-2018 05:00,PT15M,Onshore,Wallonia,Dso,149.6,200.27,90.83,309.52,221.15,102.39,339.12,214.32,97.16,331.53,312.4,147.53,474.67,595.7,0.25,''
25-01-2018 05:00,PT15M,Offshore,Federal,Elia,735.42,654.15,510.81,797.49,742.13,609.29,861.62,705.14,560.15,841.94,654.4,419.61,847.8,877.2,0.84,''
25-01-2018 04:45,PT15M,Onshore,Flanders,Elia,20.88,21.26,12.16,30.36,22.45,13.69,31.2,21.24,12.62,29.86,27.56,13.41,41.72,53.86,0.39,''
25-01-2018 04:45,PT15M,Offshore,Federal,Elia,730.68,660.55,523.12,797.98,748.01,617.88,864.48,712.12,569.49,845.95,659.85,429.44,847.85,877.2,0.83,''
25-01-2018 04:45,PT15M,Onshore,Flanders,Dso,260.41,308.15,171.3,445.43,335.99,197.72,474.36,317.03,180.6,453.8,440.36,212.26,666.75,990.66,0.26,''
25-01-2018 04:45,PT15M,Onshore,Wallonia,Dso,179.65,208.55,97.77,318.67,228.74,108.17,348.34,223.01,104.33,341.34,315.35,150.97,476.82,595.7,0.3,''
25-01-2018 04:45,PT15M,Onshore,Wallonia,Elia,22.96,27.77,8.41,47.19,33.08,12.03,54.13,31.03,10.35,51.71,61.41,27.64,95.1,104.5,0.22,''
25-01-2018 04:30,PT15M,Onshore,Wallonia,Elia,21.04,28.43,8.4,48.5,34.04,12.6,55.47,32.05,10.98,53.11,62.1,28.51,95.44,104.5,0.2,''
25-01-2018 04:30,PT15M,Onshore,Flanders,Elia,22.38,21.36,12.19,30.54,22.62,13.8,31.43,21.65,12.97,30.33,27.89,13.78,42,53.86,0.42,''
25-01-2018 04:30,PT15M,Onshore,Flanders,Dso,282.57,310.84,171.8,450.29,340.45,200.88,480.12,321.8,184.12,459.79,445.52,217.8,671.32,990.66,0.29,''
25-01-2018 04:30,PT15M,Onshore,Wallonia,Dso,205.44,218.23,106.53,328.34,236.31,113.95,357.63,233.56,113.66,352.37,318.34,154.44,478.99,595.7,0.34,''
25-01-2018 04:30,PT15M,Offshore,Federal,Elia,765.85,666.63,534.29,798.97,748.22,620.12,862.95,720.76,582.29,849.75,665.22,439.34,847.95,877.2,0.87,''
25-01-2018 04:15,PT15M,Onshore,Flanders,Elia,20.74,21.47,12.22,30.72,22.79,13.91,31.65,22.06,13.31,30.81,28.22,14.16,42.28,53.86,0.39,''
25-01-2018 04:15,PT15M,Onshore,Flanders,Dso,267.34,313.53,172.3,455.17,344.9,204.03,485.89,326.56,187.64,465.78,450.68,223.33,675.88,990.66,0.27,''
25-01-2018 04:15,PT15M,Onshore,Wallonia,Elia,23.15,29.09,8.39,49.8,34.99,13.18,56.82,33.06,11.61,54.5,62.8,29.39,95.77,104.5,0.22,''
25-01-2018 04:15,PT15M,Onshore,Wallonia,Dso,200.71,227.9,115.29,338.02,243.89,119.73,366.91,244.12,122.99,363.4,321.33,157.92,481.16,595.7,0.34,''
25-01-2018 04:15,PT15M,Offshore,Federal,Elia,804.71,672.71,545.46,799.96,748.44,622.36,861.41,729.41,595.1,853.56,670.6,449.24,848.06,877.2,0.92,''
25-01-2018 04:00,PT15M,Onshore,Flanders,Elia,18.91,21.57,12.25,30.89,22.95,14.03,31.88,22.47,13.65,31.29,28.55,14.53,42.56,53.86,0.35,''
25-01-2018 04:00,PT15M,Offshore,Federal,Elia,805.89,678.8,556.64,800.96,748.65,624.6,859.88,738.06,607.91,857.36,675.98,459.14,848.16,877.2,0.92,''
25-01-2018 04:00,PT15M,Onshore,Wallonia,Elia,21.37,29.74,8.39,51.11,35.95,13.75,58.16,34.07,12.24,55.89,63.49,30.27,96.11,104.5,0.2,''
25-01-2018 04:00,PT15M,Onshore,Flanders,Dso,252.46,316.22,172.79,460.03,349.36,207.19,491.65,331.33,191.16,471.77,455.83,228.87,680.45,990.66,0.25,''
25-01-2018 04:00,PT15M,Onshore,Wallonia,Dso,198.79,237.57,124.05,347.69,251.46,125.51,376.19,254.67,132.31,374.42,324.32,161.39,483.33,595.7,0.33,''
25-01-2018 03:45,PT15M,Onshore,Flanders,Dso,237.67,318.22,172.26,464.58,353.12,208.72,497.64,336.23,193.81,478.92,460.95,234.24,685.15,990.66,0.24,''
25-01-2018 03:45,PT15M,Offshore,Federal,Elia,775.57,683.96,565.33,802.58,750.43,627.41,860.55,744.71,617.22,860.64,681.15,468.87,848.34,877.2,0.88,''
25-01-2018 03:45,PT15M,Onshore,Wallonia,Elia,20.08,30.55,8.7,52.39,36.92,14.39,59.44,34.81,12.69,56.93,64.17,31.13,96.43,104.5,0.19,''
25-01-2018 03:45,PT15M,Onshore,Flanders,Elia,20.67,21.63,12.19,31.06,23.12,14.14,32.1,22.75,13.87,31.63,28.87,14.9,42.84,53.86,0.38,''
25-01-2018 03:45,PT15M,Onshore,Wallonia,Dso,192.84,246.03,131.39,356.85,260.1,133.34,385.17,263.23,139.9,383.43,327.22,164.79,485.44,595.7,0.32,''
25-01-2018 03:30,PT15M,Onshore,Flanders,Elia,17.58,21.64,12.05,31.23,23.28,14.24,32.32,22.89,13.95,31.84,29.2,15.26,43.11,53.86,0.33,''
25-01-2018 03:30,PT15M,Onshore,Wallonia,Dso,177.7,253.29,137.3,365.5,269.81,143.23,393.86,269.78,145.74,390.43,330.04,168.11,487.48,595.7,0.3,''
25-01-2018 03:30,PT15M,Onshore,Wallonia,Elia,22,31.5,9.33,53.67,37.88,15.11,60.66,35.28,12.94,57.62,64.84,31.97,96.73,104.5,0.21,''
25-01-2018 03:30,PT15M,Onshore,Flanders,Dso,209.06,319.54,170.71,468.8,356.17,208.65,503.84,341.28,195.58,487.26,466.03,239.43,689.96,990.66,0.21,''
25-01-2018 03:30,PT15M,Offshore,Federal,Elia,759.42,688.19,571.54,804.84,753.77,630.78,863.44,749.36,623.06,863.4,686.13,478.45,848.58,877.2,0.87,''
25-01-2018 03:15,PT15M,Onshore,Flanders,Dso,208.29,320.87,169.14,473.02,359.22,208.56,510.05,346.35,197.35,495.6,471.1,244.63,694.78,990.66,0.21,''
25-01-2018 03:15,PT15M,Onshore,Wallonia,Elia,21.42,32.46,9.97,54.94,38.85,15.82,61.89,35.76,13.2,58.31,65.51,32.82,97.03,104.5,0.2,''
25-01-2018 03:15,PT15M,Onshore,Flanders,Elia,17.11,21.65,11.91,31.39,23.44,14.34,32.55,23.04,14.05,32.04,29.52,15.62,43.38,53.86,0.32,''
25-01-2018 03:15,PT15M,Onshore,Wallonia,Dso,183.3,260.54,143.21,374.15,279.51,153.12,402.55,276.33,151.57,397.42,332.85,171.43,489.52,595.7,0.31,''
25-01-2018 03:15,PT15M,Offshore,Federal,Elia,770.98,692.42,577.76,807.09,757.11,634.14,866.32,754.01,628.88,866.15,691.11,488.02,848.82,877.2,0.88,''
25-01-2018 03:00,PT15M,Onshore,Flanders,Dso,242.12,322.2,167.59,477.24,362.27,208.49,516.25,351.4,199.12,503.93,476.18,249.83,699.59,990.66,0.24,''
25-01-2018 03:00,PT15M,Onshore,Flanders,Elia,18.34,21.66,11.77,31.56,23.6,14.44,32.77,23.19,14.13,32.25,29.85,15.99,43.65,53.86,0.34,''
25-01-2018 03:00,PT15M,Onshore,Wallonia,Dso,213.44,267.79,149.13,382.8,289.22,163.01,411.24,282.87,157.42,404.42,335.66,174.75,491.56,595.7,0.36,''
25-01-2018 03:00,PT15M,Onshore,Wallonia,Elia,25.42,33.41,10.6,56.22,39.82,16.54,63.11,36.23,13.45,59,66.18,33.66,97.33,104.5,0.24,''
25-01-2018 03:00,PT15M,Offshore,Federal,Elia,759.84,696.66,583.97,809.35,760.45,637.51,869.21,758.66,634.71,868.9,696.09,497.59,849.07,877.2,0.87,''
25-01-2018 02:45,PT15M,Onshore,Flanders,Elia,16.77,21.61,11.56,31.66,23.95,14.68,33.22,23.29,14.13,32.44,30.16,16.33,43.89,53.86,0.31,''
25-01-2018 02:45,PT15M,Onshore,Flanders,Dso,220.69,323.81,166.93,481.15,365.84,209.48,522.44,356.08,201.08,511.31,481,254.7,704.16,990.66,0.22,''
25-01-2018 02:45,PT15M,Onshore,Wallonia,Elia,23.16,34.33,11.4,57.25,40.94,17.37,64.52,37.36,14.28,60.43,66.81,34.46,97.62,104.5,0.22,''
25-01-2018 02:45,PT15M,Onshore,Wallonia,Dso,204.64,274.38,155.44,389.77,298.08,172.28,419.05,291.04,165.53,412.23,338.29,177.85,493.43,595.7,0.34,''
25-01-2018 02:45,PT15M,Offshore,Federal,Elia,771.2,696.64,585.15,808.14,763.64,641.36,871.31,763.52,641.19,871.1,700.88,506.91,849.42,877.2,0.88,''
25-01-2018 02:30,PT15M,Onshore,Flanders,Elia,18.12,21.5,11.29,31.71,24.47,15.05,33.89,23.33,14.03,32.62,30.45,16.65,44.12,53.86,0.34,''
25-01-2018 02:30,PT15M,Onshore,Flanders,Dso,216.35,325.71,167.18,484.74,369.92,211.54,528.62,360.39,203.23,517.73,485.56,259.22,708.48,990.66,0.22,''
25-01-2018 02:30,PT15M,Onshore,Wallonia,Dso,208.47,280.29,162.14,395.06,306.09,180.91,426,300.83,175.92,420.87,340.71,180.75,495.1,595.7,0.35,''
25-01-2018 02:30,PT15M,Offshore,Federal,Elia,761.24,692.39,581.31,803.47,766.65,645.7,872.62,768.58,648.31,872.73,705.51,515.98,849.87,877.2,0.87,''
25-01-2018 02:30,PT15M,Onshore,Wallonia,Elia,21.65,35.21,12.38,58.04,42.22,18.32,66.11,39.14,15.69,62.59,67.39,35.22,97.89,104.5,0.21,''
25-01-2018 02:15,PT15M,Onshore,Flanders,Dso,211.71,327.62,167.42,488.32,374.02,213.6,534.8,364.69,205.38,524.15,490.11,263.75,712.8,990.66,0.21,''
25-01-2018 02:15,PT15M,Onshore,Wallonia,Elia,20.77,36.09,13.35,58.84,43.49,19.27,67.71,40.92,17.1,64.75,67.98,35.97,98.17,104.5,0.2,''
25-01-2018 02:15,PT15M,Offshore,Federal,Elia,772.39,688.13,577.46,798.81,769.67,650.04,873.92,773.65,655.43,874.36,710.13,525.05,850.32,877.2,0.88,''
25-01-2018 02:15,PT15M,Onshore,Flanders,Elia,19.17,21.39,11.03,31.76,24.99,15.42,34.56,23.36,13.94,32.79,30.74,16.98,44.34,53.86,0.36,''
25-01-2018 02:15,PT15M,Onshore,Wallonia,Dso,208.61,286.2,168.85,400.35,314.11,189.56,432.95,310.61,186.3,429.51,343.13,183.63,496.77,595.7,0.35,''
25-01-2018 02:00,PT15M,Onshore,Wallonia,Elia,17.11,36.98,14.32,59.63,44.76,20.22,69.3,42.7,18.5,66.9,68.56,36.73,98.45,104.5,0.16,''
25-01-2018 02:00,PT15M,Onshore,Flanders,Dso,186.83,329.52,167.67,491.9,378.1,215.66,540.98,369,207.53,530.57,494.66,268.27,717.12,990.66,0.19,''
25-01-2018 02:00,PT15M,Onshore,Flanders,Elia,19.09,21.28,10.75,31.81,25.52,15.79,35.24,23.4,13.84,32.97,31.03,17.3,44.57,53.86,0.35,''
25-01-2018 02:00,PT15M,Offshore,Federal,Elia,778.03,683.88,573.61,794.14,772.69,654.38,875.23,778.71,662.55,875.99,714.75,534.12,850.78,877.2,0.89,''
25-01-2018 02:00,PT15M,Onshore,Wallonia,Dso,200.59,292.12,175.55,405.64,322.13,198.19,439.89,320.39,196.69,438.15,345.56,186.53,498.44,595.7,0.34,''
25-01-2018 01:45,PT15M,Offshore,Federal,Elia,770.1,683.23,574.48,793.08,776,659.42,876.03,782.45,668.05,876.85,719.08,542.75,851.18,877.2,0.88,''
25-01-2018 01:45,PT15M,Onshore,Flanders,Dso,184.69,333.06,169.69,496.97,381.95,218.24,546.11,373.93,211.04,536.91,498.72,272.3,720.97,990.66,0.19,''
25-01-2018 01:45,PT15M,Onshore,Flanders,Elia,17.95,21.29,10.61,31.98,25.75,15.86,35.65,23.52,13.78,33.27,31.29,17.6,44.76,53.86,0.33,''
25-01-2018 01:45,PT15M,Onshore,Wallonia,Dso,213.89,300.74,185.95,412.26,330.88,209.16,446.17,330.8,209.33,445.97,347.65,189.06,499.84,595.7,0.36,''
25-01-2018 01:45,PT15M,Onshore,Wallonia,Elia,11.6,37.8,14.76,60.83,46.83,21.81,71.84,44.98,20.27,69.69,69.08,37.42,98.69,104.5,0.11,''
25-01-2018 01:30,PT15M,Onshore,Flanders,Elia,16.17,21.43,10.59,32.26,25.7,15.62,35.79,23.72,13.75,33.7,31.52,17.87,44.93,53.86,0.3,''
25-01-2018 01:30,PT15M,Onshore,Wallonia,Elia,9.38,38.55,14.68,62.42,49.68,24.04,75.32,47.75,22.39,73.11,69.52,38.03,98.9,104.5,0.09,''
25-01-2018 01:30,PT15M,Onshore,Flanders,Dso,194.64,338.27,173.48,503.5,385.57,221.36,550.2,379.46,215.89,543.15,502.31,275.87,724.37,990.66,0.2,''
25-01-2018 01:30,PT15M,Offshore,Federal,Elia,770.93,686.2,580.06,795.63,779.59,665.17,876.32,784.87,671.94,876.95,723.12,550.94,851.53,877.2,0.88,''
25-01-2018 01:30,PT15M,Onshore,Wallonia,Dso,235.48,312.06,200.05,420.21,340.38,222.45,451.76,341.82,224.21,452.98,349.41,191.26,500.96,595.7,0.4,''
25-01-2018 01:15,PT15M,Offshore,Federal,Elia,762.05,689.16,585.64,798.17,783.19,670.91,876.62,787.29,675.82,877.05,727.16,559.13,851.88,877.2,0.87,''
25-01-2018 01:15,PT15M,Onshore,Wallonia,Dso,248.89,323.39,214.15,428.15,349.89,235.74,457.36,352.84,239.09,460,351.17,193.45,502.08,595.7,0.42,''
25-01-2018 01:15,PT15M,Onshore,Flanders,Dso,199.21,343.47,177.27,510.04,389.18,224.48,554.28,385,220.73,549.4,505.89,279.42,727.75,990.66,0.2,''
25-01-2018 01:15,PT15M,Onshore,Wallonia,Elia,6.87,39.3,14.59,64.01,52.53,26.27,78.81,50.53,24.52,76.53,69.97,38.64,99.11,104.5,0.07,''
25-01-2018 01:15,PT15M,Onshore,Flanders,Elia,15.86,21.57,10.58,32.55,25.65,15.38,35.92,23.92,13.72,34.13,31.75,18.13,45.1,53.86,0.29,''
25-01-2018 01:00,PT15M,Onshore,Flanders,Dso,223.03,348.68,181.06,516.57,392.79,227.6,558.36,390.54,225.58,555.64,509.47,282.98,731.15,990.66,0.23,''
25-01-2018 01:00,PT15M,Onshore,Wallonia,Elia,7.9,40.06,14.51,65.6,55.39,28.49,82.29,53.3,26.64,79.95,70.42,39.25,99.32,104.5,0.08,''
25-01-2018 01:00,PT15M,Onshore,Flanders,Elia,17.68,21.7,10.56,32.84,25.6,15.14,36.06,24.12,13.69,34.56,31.98,18.4,45.27,53.86,0.33,''
25-01-2018 01:00,PT15M,Offshore,Federal,Elia,762.82,692.13,591.23,800.72,786.78,676.66,876.91,789.71,679.7,877.15,731.2,567.33,852.23,877.2,0.87,''
25-01-2018 01:00,PT15M,Onshore,Wallonia,Dso,273.36,334.72,228.25,436.09,359.39,249.03,462.96,363.86,253.97,467.01,352.94,195.64,503.2,595.7,0.46,''
25-01-2018 00:45,PT15M,Onshore,Flanders,Dso,261.44,357.7,189.36,526.28,399.42,233.32,565.86,400.08,234.07,566.2,512.4,285.93,733.82,990.66,0.26,''
25-01-2018 00:45,PT15M,Offshore,Federal,Elia,769.22,688.65,586.87,800.72,790.09,682.51,877.08,790.76,682.08,877.2,734.87,574.94,852.61,877.2,0.88,''
25-01-2018 00:45,PT15M,Onshore,Flanders,Elia,18.68,22,10.75,33.27,25.59,14.93,36.24,24.57,13.92,35.22,32.17,18.62,45.4,53.86,0.35,''
25-01-2018 00:45,PT15M,Onshore,Wallonia,Elia,12.97,42.75,17,68.49,58.13,31.27,84.99,57.39,30.83,83.95,70.77,39.76,99.48,104.5,0.12,''
25-01-2018 00:45,PT15M,Onshore,Wallonia,Dso,304.84,346.51,242.67,445.18,369.15,261.94,469.39,375.21,268.62,474.82,354.26,197.38,503.99,595.7,0.51,''
25-01-2018 00:30,PT15M,Onshore,Flanders,Elia,19.54,22.48,11.13,33.84,25.61,14.75,36.46,25.25,14.4,36.1,32.31,18.81,45.49,53.86,0.36,''
25-01-2018 00:30,PT15M,Offshore,Federal,Elia,784.06,678.72,572.56,798.16,793.12,688.47,877.11,790.46,682.96,877.2,738.17,581.97,853.03,877.2,0.89,''
25-01-2018 00:30,PT15M,Onshore,Flanders,Dso,295.84,370.55,202.16,539.15,409.09,241.63,576.76,413.61,246.21,581.1,514.67,288.29,735.76,990.66,0.3,''
25-01-2018 00:30,PT15M,Onshore,Wallonia,Dso,325.59,358.78,257.41,455.42,379.18,274.47,476.65,386.89,283.04,483.45,355.17,198.68,504.44,595.7,0.55,''
25-01-2018 00:30,PT15M,Onshore,Wallonia,Elia,24.46,47.37,22.07,72.68,60.76,34.61,86.91,62.81,37.08,88.54,71.03,40.18,99.6,104.5,0.23,''
25-01-2018 00:15,PT15M,Onshore,Flanders,Elia,20.22,22.96,11.51,34.41,25.63,14.57,36.68,25.94,14.88,36.99,32.46,19,45.57,53.86,0.38,''
25-01-2018 00:15,PT15M,Onshore,Flanders,Dso,333.08,383.38,214.96,552.01,418.75,249.94,587.67,427.14,258.35,595.99,516.94,290.65,737.7,990.66,0.34,''
25-01-2018 00:15,PT15M,Offshore,Federal,Elia,800.31,668.79,558.25,795.61,796.15,694.44,877.15,790.16,683.83,877.2,741.46,589,853.45,877.2,0.91,''
25-01-2018 00:15,PT15M,Onshore,Wallonia,Elia,32.61,52,27.13,76.86,63.39,37.95,88.83,68.22,43.32,93.12,71.3,40.6,99.72,104.5,0.31,''
25-01-2018 00:15,PT15M,Onshore,Wallonia,Dso,353.3,371.05,272.15,465.64,389.22,287.01,483.91,398.56,297.46,492.07,356.08,199.99,504.9,595.7,0.59,''
25-01-2018 00:00,PT15M,Offshore,Federal,Elia,798.19,658.85,543.95,793.05,799.17,700.4,877.18,789.86,684.71,877.2,744.76,596.03,853.86,877.2,0.91,''
25-01-2018 00:00,PT15M,Onshore,Wallonia,Elia,35.07,56.62,32.2,81.05,66.02,41.28,90.75,73.63,49.57,97.7,71.56,41.02,99.83,104.5,0.34,''
25-01-2018 00:00,PT15M,Onshore,Flanders,Dso,345.28,396.23,227.76,564.87,428.41,258.25,598.57,440.67,270.48,610.88,519.21,293.01,739.64,990.66,0.35,''
25-01-2018 00:00,PT15M,Onshore,Flanders,Elia,19.51,23.43,11.89,34.98,25.65,14.39,36.9,26.62,15.36,37.88,32.6,19.19,45.66,53.86,0.36,''
25-01-2018 00:00,PT15M,Onshore,Wallonia,Dso,368.65,383.32,286.89,475.88,399.25,299.54,491.17,410.23,311.88,500.7,356.98,201.29,505.36,595.7,0.62,''
24-01-2018 23:45,PT15M,Onshore,Flanders,Elia,19.65,24.25,12.78,35.73,31.41,19.43,43.24,29.66,17.73,41.59,29.36,12.26,46.47,53.86,0.36,''
24-01-2018 23:45,PT15M,Onshore,Wallonia,Dso,388.65,396.12,304.32,484.78,410.6,299.96,507.54,414.54,308.35,511.8,339.89,154.43,508.93,595.7,0.65,''
24-01-2018 23:45,PT15M,Offshore,Federal,Elia,780.7,646.58,527.24,789.06,794,674.69,867.12,783.5,673.88,872.35,690.64,461.39,849,877.2,0.89,''
24-01-2018 23:45,PT15M,Onshore,Wallonia,Elia,38.88,61.98,39.05,84.91,68.44,44.48,92.36,71.37,47.66,95.07,65.77,29.41,97.66,104.5,0.37,''
